order_date,product_id,product_name,category,quantity_sold,revenue
2023-11-29,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,0.0
2023-11-29,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2023-11-30,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-11-30,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-11-30,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,4,396.0
2023-12-01,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2023-12-01,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-01,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2023-12-01,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-01,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,3,297.0
2023-12-02,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-02,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,3,297.0
2023-12-03,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-03,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2023-12-03,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2023-12-03,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,4,396.0
2023-12-04,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-04,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2023-12-04,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,6,594.0
2023-12-05,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-05,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-05,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,5,495.0
2023-12-06,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,6,2094.0
2023-12-06,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2023-12-06,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,4,396.0
2023-12-07,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-07,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-07,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,69.0
2023-12-07,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,4,396.0
2023-12-08,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,5,1745.0
2023-12-08,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2023-12-08,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-09,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-09,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-09,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,899.0
2023-12-09,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-10,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,349.0
2023-12-10,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-10,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,3,447.0
2023-12-10,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,3,297.0
2023-12-11,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-11,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-11,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,3,297.0
2023-12-12,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1047.0
2023-12-12,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,6,2994.0
2023-12-12,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-13,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-13,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1497.0
2023-12-13,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-13,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2023-12-13,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2023-12-14,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-14,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,899.0
2023-12-14,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-14,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,3,207.0
2023-12-15,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-15,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2023-12-15,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-15,6383,Inner Alchemy,ONLINE COURSE,1,152.0
2023-12-15,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,3,207.0
2023-12-16,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,5,1745.0
2023-12-16,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-16,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-16,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2023-12-16,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,3,297.0
2023-12-17,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,6,2094.0
2023-12-17,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,1798.0
2023-12-17,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-17,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-17,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,4,276.0
2023-12-17,7394,SECRETS OF THE AFTERLIFE - VIP,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,149.0
2023-12-18,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,5,1745.0
2023-12-18,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1497.0
2023-12-18,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,899.0
2023-12-18,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,3,149.0
2023-12-18,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-18,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,69.0
2023-12-19,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,349.0
2023-12-19,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1996.0
2023-12-19,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,899.0
2023-12-19,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2023-12-19,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2023-12-19,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,2,138.0
2023-12-20,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,349.0
2023-12-20,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1996.0
2023-12-20,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2023-12-20,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2023-12-21,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2023-12-21,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-22,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-22,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1497.0
2023-12-22,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-22,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,2,138.0
2023-12-23,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1047.0
2023-12-23,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-23,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2023-12-24,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1047.0
2023-12-24,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2023-12-24,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2023-12-24,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2023-12-25,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,349.0
2023-12-25,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2023-12-25,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-26,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2023-12-26,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,0.0
2023-12-26,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,69.0
2023-12-27,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2023-12-27,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-27,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,899.0
2023-12-27,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-27,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,69.0
2023-12-28,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-29,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2023-12-29,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,2198.0
2023-12-29,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2023-12-30,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-30,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2023-12-31,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2023-12-31,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2023-12-31,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2023-12-31,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,69.0
2024-01-01,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,2,298.0
2024-01-01,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2024-01-01,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2024-01-02,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,349.0
2024-01-02,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1497.0
2024-01-02,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2024-01-02,6383,Inner Alchemy,ONLINE COURSE,1,152.0
2024-01-03,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1047.0
2024-01-03,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,2,149.0
2024-01-03,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,458.0
2024-01-03,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2024-01-03,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,2,138.0
2024-01-03,7394,SECRETS OF THE AFTERLIFE - VIP,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,6,894.0
2024-01-04,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,698.0
2024-01-04,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,6,2994.0
2024-01-04,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2024-01-04,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2024-01-04,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2024-01-05,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,6,2094.0
2024-01-05,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2024-01-05,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,1,149.0
2024-01-05,7394,SECRETS OF THE AFTERLIFE - VIP,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,2,298.0
2024-01-06,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,8,2792.0
2024-01-06,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2024-01-06,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2024-01-07,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,13,4537.0
2024-01-07,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1497.0
2024-01-07,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,2,298.0
2024-01-07,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,687.0
2024-01-07,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2024-01-08,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2024-01-08,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2024-01-08,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,2198.0
2024-01-08,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,2,298.0
2024-01-09,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,349.0
2024-01-09,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,14,2086.0
2024-01-09,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2024-01-10,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,4,1396.0
2024-01-10,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,3,372.5
2024-01-10,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,458.0
2024-01-11,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,3,1047.0
2024-01-11,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,499.0
2024-01-11,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,2198.0
2024-01-11,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,11,1341.0
2024-01-11,3606,HUMAN BY DESIGN,ONLINE COURSE,1,399.0
2024-01-11,6383,Inner Alchemy,ONLINE COURSE,1,152.0
2024-01-11,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2024-01-12,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,5,1745.0
2024-01-12,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2024-01-12,2633,TCCHE SAN DIEGO - VIP,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,899.0
2024-01-12,2634,TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,1099.0
2024-01-12,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,20,2011.5
2024-01-12,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,1,229.0
2024-01-12,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,7,693.0
2024-01-13,2631,TCCHE SAN DIEGO - Standard,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,7,2443.0
2024-01-13,2632,TCCHE SAN DIEGO  - Standard Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,2,998.0
2024-01-13,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,11,1192.0
2024-01-13,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,3,297.0
2024-01-14,2636,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,2,298.0
2024-01-14,3606,HUMAN BY DESIGN,ONLINE COURSE,1,0.0
2024-01-14,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,11,1808.0
2024-01-15,6558,TCCHE SAN DIEGO - Monday Workshop,EVENTS|US - CONFERENCE - SAN DIEGO - 2024,23,4635.0
2024-01-16,7392,SECRETS OF THE AFTERLIFE - EARLY BIRD TICKET,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,69.0
2024-01-18,9709,San Diego Livestream replay 2024,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2024,2,198.0
2024-01-19,3606,HUMAN BY DESIGN,ONLINE COURSE,1,199.5
2024-01-19,6626,THE HONEYMOON EFFECT - Early Bird,EVENTS|UK - THE HONEYMOON EFFECT - 2024,9,891.0
